Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2022-01-05,289.489990234375,294.1600036621094,275.3299865722656,276.0400085449219,275.99298095703125,49806400,NVDA
2022-01-06,276.3999938964844,284.3800048828125,270.6499938964844,281.7799987792969,281.73199462890625,45418600,NVDA
2022-01-07,281.4100036621094,284.2200012207031,270.57000732421875,272.4700012207031,272.423583984375,40993900,NVDA
2022-01-10,265.80999755859375,274.69000244140625,256.44000244140625,274.0,273.9533386230469,59468100,NVDA
2022-01-11,273.2300109863281,280.6499938964844,268.3900146484375,278.1700134277344,278.12261962890625,40408900,NVDA
2022-01-12,280.6700134277344,285.95001220703125,276.0799865722656,279.989990234375,279.9422912597656,38341300,NVDA
2022-01-13,283.7900085449219,284.79998779296875,264.9800109863281,265.75,265.7047424316406,54017100,NVDA
2022-01-14,263.0,271.9700012207031,262.1000061035156,269.4200134277344,269.3741149902344,39583200,NVDA
2022-01-18,262.6000061035156,266.3800048828125,257.70001220703125,259.0299987792969,258.9858703613281,42427000,NVDA
2022-01-19,260.7900085449219,265.42999267578125,250.52000427246094,250.6699981689453,250.62730407714844,48831500,NVDA
2022-01-20,253.0399932861328,255.7899932861328,240.77999877929688,241.5,241.4588623046875,43518100,NVDA
2022-01-21,235.07000732421875,248.22999572753906,232.6300048828125,233.74000549316406,233.7001953125,71895800,NVDA
2022-01-24,223.3000030517578,233.8000030517578,208.8800048828125,233.72000122070312,233.68019104003906,91398200,NVDA
2022-01-25,225.4600067138672,229.42999267578125,220.0,223.24000549316406,223.2019805908203,66461600,NVDA
2022-01-26,232.39999389648438,240.57000732421875,223.0,227.72000122070312,227.68121337890625,75595900,NVDA
2022-01-27,235.67999267578125,239.9499969482422,216.75,219.44000244140625,219.40261840820312,57335300,NVDA
2022-01-28,220.1199951171875,228.5800018310547,212.9600067138672,228.39999389648438,228.361083984375,54377400,NVDA
2022-01-31,231.82000732421875,245.08999633789062,230.52000427246094,244.86000061035156,244.8182830810547,56468000,NVDA
2022-02-01,251.0399932861328,251.4499969482422,238.89999389648438,246.3800048828125,246.33802795410156,51892500,NVDA
2022-02-02,257.94000244140625,258.1700134277344,245.52999877929688,252.4199981689453,252.3769989013672,54341900,NVDA
2022-02-03,244.5800018310547,250.77000427246094,237.8000030517578,239.47999572753906,239.43919372558594,41017800,NVDA
2022-02-04,239.72000122070312,246.35000610351562,236.32000732421875,243.19000244140625,243.14857482910156,35482900,NVDA
2022-02-07,243.72000122070312,251.82000732421875,242.02000427246094,247.27999877929688,247.2378692626953,37686800,NVDA
2022-02-08,243.58999633789062,252.3000030517578,239.8000030517578,251.0800018310547,251.0372314453125,41035900,NVDA
2022-02-09,256.2200012207031,267.25,253.52999877929688,267.04998779296875,267.0044860839844,52428200,NVDA
2022-02-10,259.95001220703125,269.25,256.0,258.239990234375,258.19598388671875,51320000,NVDA
2022-02-11,259.1600036621094,261.5199890136719,237.72999572753906,239.49000549316406,239.44920349121094,60547200,NVDA
2022-02-14,239.33999633789062,248.75,237.5500030517578,242.6699981689453,242.628662109375,44042400,NVDA
2022-02-15,249.49000549316406,265.45001220703125,247.83999633789062,264.95001220703125,264.9048767089844,69986900,NVDA
2022-02-16,262.5899963378906,265.82000732421875,255.52000427246094,265.1099853515625,265.0648193359375,73267600,NVDA
2022-02-17,256.29998779296875,257.8500061035156,241.64999389648438,245.07000732421875,245.02825927734375,81059500,NVDA
2022-02-18,246.67999267578125,249.86000061035156,231.0,236.4199981689453,236.37973022460938,76125500,NVDA
2022-02-22,230.35000610351562,240.63999938964844,230.0,233.89999389648438,233.8601531982422,63342200,NVDA
2022-02-23,238.02000427246094,241.5500030517578,223.00999450683594,223.8699951171875,223.8318634033203,56651100,NVDA
2022-02-24,210.14999389648438,238.0,208.89999389648438,237.47999572753906,237.43954467773438,73580100,NVDA
2022-02-25,237.2100067138672,242.1699981689453,233.80999755859375,241.57000732421875,241.5288543701172,52886600,NVDA
2022-02-28,239.9199981689453,246.64999389648438,237.07000732421875,243.85000610351562,243.8084716796875,47639300,NVDA
